,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,中文名,英文名
314,十八王公文化公园,0,0.0,,,118.1727835656,24.6855199996,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,十八王公文化公园,
315,厦门国际友好公园,0,0.0,,,118.1929200391,24.4791039182,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门国际友好公园,
316,珍珠海滨浴场,0,0.0,,,118.1209229528,24.4337762124,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,珍珠海滨浴场,
317,筼筜湖带状公园,0,88.0,,,118.0960065035,24.4814127431,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,筼筜湖带状公园,
318,闽南之韵,0,0.0,,,118.1933839674,24.5241513658,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,闽南之韵,
319,东宅村新风公园,0,0.0,,,118.1898888038,24.7240609359,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,东宅村新风公园,
320,昭应宫,0,0.0,,,118.242715188,24.6496833294,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,昭应宫,
321,英国领事公馆旧址,0,0.0,,,118.079615,24.446138,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,英国领事公馆旧址,
322,绿山墙美术馆,0,0.0,,,118.1637347677,24.5111633279,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,绿山墙美术馆,
323,深青驿遗址,0,0.0,,,117.975489,24.593241,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,深青驿遗址,
324,厦门国际雕塑公园,0,0.0,,,118.1942192813,24.4815444652,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门国际雕塑公园,
325,各界抗敌后援会会址,0,0.0,,,118.0853924826,24.459830748,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,各界抗敌后援会会址,
326,中山华侨公园,0,0.0,,,118.2242364998,24.5559476174,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,中山华侨公园,
327,园山,0,0.0,,,118.1381220092,24.5157829045,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,园山,
328,海沧礼拜堂,0,0.0,,,117.987452,24.467975,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,海沧礼拜堂,
329,OYAN ART,0,0.0,,,118.0916169198,24.4673747876,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,,OYANART
330,国家地理·深蓝海洋互动展(磐基名品中心),0,0.0,,,118.1270146371,24.4881097445,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,国家地理深蓝海洋互动展磐基名品中心,
331,陨石博物馆,0,80.0,,,118.104147387,24.4839897308,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,陨石博物馆,
332,世纪画廊,0,0.0,,,118.133774165,24.4822075049,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,世纪画廊,
333,爱在鼓浪屿(故事体验馆),0,0.0,,,118.079491278,24.4489904489,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,爱在鼓浪屿故事体验馆,
334,梵高星空艺术馆,0,70.0,,,118.127203,24.487882,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,梵高星空艺术馆,
335,厦金湾赶海场,0,100.0,,,118.204494,24.520535,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦金湾赶海场,
336,禾伯鲜农创新农场,0,72.0,,,118.1725,24.850721,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,禾伯鲜农创新农场,
337,正新汽车国际文化中心,0,0.0,,,117.962798,24.6169,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,正新汽车国际文化中心,
338,厦门美璋影像馆,0,0.0,,,118.084393,24.459485,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门美璋影像馆,
339,郑成功石雕像,0,80.0,,,118.083166,24.447583,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,郑成功石雕像,
340,艾比仿生机器人体验馆,0,78.0,,,118.0789,24.451508,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,艾比仿生机器人体验馆,
341,英华书院教师楼,0,60.0,,,118.074257,24.451691,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,英华书院教师楼,
342,北欧当代艺术中心,0,100.0,,,118.2413386086,24.5456914757,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,北欧当代艺术中心,
343,观音山奇幻未来乐园,0,0.0,,,118.204635,24.501241,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,观音山奇幻未来乐园,
344,宝凤剪纸艺术馆Baofeng Paper-cutting Art Museum,0,0.0,,,118.081799,24.579905,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,宝凤剪纸艺术馆,BaofengPapercuttingArtMuseum
345,城建石塘体育公园Urban Construction Shitang Sports Park,0,0.0,,,118.0435367431,24.5130857585,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,城建石塘体育公园,UrbanConstructionShitangSportsPark
346,影视娱乐城Film and Television Entertainment Park,0,0.0,,,118.1778082452,24.7526580369,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,影视娱乐城,FilmandTelevisionEntertainmentPark
347,林志良收藏艺术馆Lin Zhiliang’s Collection Museum,0,0.0,,,118.0527351313,24.7418451465,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,林志良收藏艺术馆,LinZhiliangsCollectionMuseum
348,厦门海关通讯塔旧址Site of Communication Tower of Xiamen Customs,0,0.0,,,118.0737748757,24.4569588719,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门海关通讯塔旧址,SiteofCommunicationTowerofXiamenCustoms
349,君汝海滩Junru Beach,0,0.0,,,118.070078683,24.4468674757,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,君汝海滩,JunruBeach
350,超旷艺术馆Chaokuang Gallery,0,0.0,,,118.2444260054,24.5434740316,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,超旷艺术馆,ChaokuangGallery
351,西西里小镇,0,0.0,,,118.0990400798,24.5795511638,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,西西里小镇,
352,马銮湾环湾带状公园Belt-shaped Park around Maluan Bay,0,0.0,,,118.0306110856,24.542571443,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/145d3965a3a03c2d6276d1dd0e6e8746.jpg_r_480x360x95_70ebe4cf.jpg,马銮湾环湾带状公园,BeltshapedParkaroundMaluanBay
353,七星法治文化街区Qixing Legal Culture Block,0,0.0,,,118.1063957323,24.4888098308,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,七星法治文化街区,QixingLegalCultureBlock
354,渔村时光空间The Time Space of Fishing Village,0,0.0,,,118.1328372361,24.4316298685,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,渔村时光空间,TheTimeSpaceofFishingVillage
355,泰华宸美术馆T.H.C Art Museum,0,0.0,,,118.100852866,24.4826943814,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,泰华宸美术馆,THCArtMuseum
356,甘露寺Ganlu Temple,0,0.0,,,118.3084636595,24.8070552547,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,甘露寺,GanluTemple
357,弗里曼艺术馆Freeman Gallery,0,0.0,,,118.1074677387,24.4922171986,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,弗里曼艺术馆,FreemanGallery
358,鼓锣公园Guluo Park,0,0.0,,,118.2538096472,24.578983164,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,鼓锣公园,GuluoPark
359,仧美术馆,0,90.0,,,118.1934682206,24.4775441527,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,仧美术馆,
360,厦门革命烈士事迹陈列馆Exhibition Hall of the Deeds to the Revolutionary Martyrs of Xiamen,0,0.0,,,118.100998,24.461282,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门革命烈士事迹陈列馆,ExhibitionHalloftheDeedstotheRevolutionaryMartyrsofXiamen
361,彭德清纪念馆Peng Deqing Memorial Hall,0,0.0,,,118.2530652535,24.5580842698,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,彭德清纪念馆,PengDeqingMemorialHall
362,"鼓浪屿龙头路Longtou Road, Gulangyu Island",0,90.0,,,118.0773527989,24.4515071464,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,鼓浪屿龙头路,LongtouRoadGulangyuIsland
363,美峰公园Meifeng Park,0,98.0,,,118.1481819395,24.6177396388,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,美峰公园,MeifengPark
364,五缘湾沙滩Wuyuanwan Beach,0,100.0,,,118.177092,24.537238,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,五缘湾沙滩,WuyuanwanBeach
365,联发文创口岸,0,0.0,,,118.1040499864,24.5169690257,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,联发文创口岸,
366,联发东南天地文化创意产业园XUDC · Southeast World Cultural and Creative Industry Park,0,0.0,,,118.1039845898,24.5184525068,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,联发东南天地文化创意产业园,XUDCSoutheastWorldCulturalandCreativeIndustryPark
367,同民医院功德碑Merit Monument of Tongmin Hospital,0,0.0,,,118.25576,24.665462,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,同民医院功德碑,MeritMonumentofTongminHospital
368,后溪鸟Houxiniao Village,0,0.0,,,118.159212143,24.8613424019,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,后溪鸟,HouxiniaoVillage
369,"淮阳江氏宗祠Ancestral Hall of Family Jiang, Huaiyang",0,0.0,,,118.17279,24.515509,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,淮阳江氏宗祠,AncestralHallofFamilyJiangHuaiyang
370,厦门市思明区东浦路12之二十九,0,0.0,,,118.12951,24.47681,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门市思明区东浦路之二十九,
371,厦金湾直升机观光体验,0,0.0,,,0.0,0.0,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦金湾直升机观光体验,
372,厦门台湾小三通套票,0,0.0,,,0.0,0.0,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门台湾小三通套票,
373,春归山房Chungui Mountain House,0,0.0,,,118.1082885511,24.4606309097,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,春归山房,ChunguiMountainHouse
374,石伏狮Shifushi Scenic Spot,0,0.0,,,117.97963,24.491274,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,石伏狮,ShifushiScenicSpot
375,嫣熊阁Yanxiong Pavilion,0,0.0,,,118.0815029673,24.5821157519,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,嫣熊阁,YanxiongPavilion
376,烂尾楼,0,60.0,,,118.142497,24.428227,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,烂尾楼,
377,"厦门洪坑岩寺Hongkengyan Temple, Xiamen",0,0.0,,,118.013359,24.49749,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门洪坑岩寺,HongkengyanTempleXiamen
378,西塘社区公园Xitang Community Park,0,0.0,,,118.1139514691,24.7014215363,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,西塘社区公园,XitangCommunityPark
379,奉扬仁风,0,0.0,,,118.081917,24.582075,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,奉扬仁风,
380,金门县政府旧址Jinmen Government Former Site,0,0.0,,,118.3375704738,24.5686704494,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,金门县政府旧址,JinmenGovernmentFormerSite
381,同安造水村樱花园Tong Anzaoshuicun Ying Garden,0,0.0,,,118.2046502196,24.8286878078,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,同安造水村樱花园,TongAnzaoshuicunYingGarden
382,虎头山公园Hutou Mountain Park,0,0.0,,,118.1592041256,24.511471192,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,虎头山公园,HutouMountainPark
383,坂头水库Bantou Reservoir,0,0.0,,,118.0308995128,24.6790113947,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,坂头水库,BantouReservoir
384,鼓浪屿历史文化陈列馆Gulangyu Lishi Culture Exhibition Hall,0,100.0,,,118.079513,24.451861,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,鼓浪屿历史文化陈列馆,GulangyuLishiCultureExhibitionHall
385,白虎岩风景区Baihuyan Sceneic Area,0,0.0,,,118.018335,24.668598,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,白虎岩风景区,BaihuyanSceneicArea
386,观音寺Guanyin Temple,0,0.0,,,118.0407899221,24.6642180987,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,观音寺,GuanyinTemple
387,钟鼓山景区空中缆车Telpher Of Zhonggu Mountain Scenic Spot,0,0.0,,,118.100292,24.45943,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,钟鼓山景区空中缆车,TelpherOfZhongguMountainScenicSpot
388,竹坝水库Zhuba Reservoir,0,0.0,,,118.2321597743,24.7885720277,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,竹坝水库,ZhubaReservoir
389,杨家园Yang's Villa,0,100.0,,,118.0750719083,24.4530355419,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,杨家园,YangsVilla
390,厦门大学生物博物馆Xiamen Daxue Sheng Museum,0,0.0,,,118.1025844082,24.4400443639,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门大学生物博物馆,XiamenDaxueShengMuseum
391,厦门轮渡码头游客中心Xiamen Lundu Matou Youke Center,0,100.0,,,118.078499926,24.4642725203,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门轮渡码头游客中心,XiamenLunduMatouYoukeCenter
392,香山Xiang Mountain,0,0.0,,,118.2058854879,24.4882148494,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/f62fdfd37266e0212d7a12d1096b3139.jpg_r_480x360x95_bed8ca7e.jpg,香山,XiangMountain
393,晚清教育展区Late Qing Dynasty Education Exhibition Area,0,0.0,,,118.0735571578,24.5921290027,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,晚清教育展区,LateQingDynastyEducationExhibitionArea
394,李家庄Lijiazhuang Village,0,100.0,,,118.0778700597,24.4481776486,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,李家庄,LijiazhuangVillage
395,鼓浪屿-万石山国家重点风景名胜区Gulangyu-Wanshi Mountain National Key Scenic Area,0,0.0,,,118.1001354734,24.459690861,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,鼓浪屿万石山国家重点风景名胜区,GulangyuWanshiMountainNationalKeyScenicArea
396,厦鼓轮渡Xiagu Ferry,0,92.0,,,118.0818414172,24.4886325028,3,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦鼓轮渡,XiaguFerry
397,鼓楼Drum Tower,0,0.0,,,118.074706,24.448503,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,鼓楼,DrumTower
398,厦门海洋公园Xiamenhaiyang Park,0,0.0,,,118.0784897158,24.4523731946,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/aad8355383ac5a9a7cfd4f0ef42413f3.jpg_r_480x360x95_ca5668d1.jpg,厦门海洋公园,XiamenhaiyangPark
399,顶上人家,0,90.0,,,118.089528,24.849587,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,顶上人家,
400,和记洋行货栈遗址Site of Hutchison Foreign Firm Warehouse,0,86.0,,,118.075655,24.454736,2,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,和记洋行货栈遗址,SiteofHutchisonForeignFirmWarehouse
401,翼盒魔方,0,60.0,,,118.08851,24.459986,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,翼盒魔方,
402,福建省印象五号石文化博物馆Fujiansheng Yinxiang Wuhaoshi Culture Museum,0,0.0,,,118.180289,24.529496,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,福建省印象五号石文化博物馆,FujianshengYinxiangWuhaoshiCultureMuseum
403,沙坡尾活态文化展示馆Shapowei Living Culture Exhibition Hall,0,90.0,,,118.0936288984,24.4463037803,2,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/c6ccd81254b453b9e4212216a08730f5.jpg_r_480x360x95_54a9c730.jpg,沙坡尾活态文化展示馆,ShapoweiLivingCultureExhibitionHall
404,白鹭女神雕像Statue of Egret Goddess,0,94.0,,,118.100395,24.479278,7,0.0,https://flight-feed.qunarzz.com/as3/288/image/poi_vishnu/1abafc29-e0b2-4d04-9549-9db76dc8fc10.jpg_480x360_efb6931d.jpg_480x360_23987463.jpg,白鹭女神雕像,StatueofEgretGoddess
405,失恋博物馆·不是爱情广场站Museum of Broken Relationship · It's Not Love Square,0,0.0,,,118.0984782488,24.5798539891,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,失恋博物馆不是爱情广场站,MuseumofBrokenRelationshipItsNotLoveSquare
406,军梦双拥双创科技园Military Dream Innovation & Entrepreneurship Technology Park,0,0.0,,,118.1465237439,24.5194145671,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a8ddce9c79a6edf4413a238d28849356.jpg_r_480x360x95_11a6df2f.jpg,军梦双拥双创科技园,MilitaryDreamInnovationEntrepreneurshipTechnologyPark
407,汇盈大厦,0,0.0,,,118.1672061053,24.5145273928,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,汇盈大厦,
408,鹭潮鼓浪屿美院,0,0.0,,,118.067302,24.451544,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,鹭潮鼓浪屿美院,
409,圣旨珍品馆Pavilion of Imperial Edicts,0,0.0,,,118.078234,24.449787,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,圣旨珍品馆,PavilionofImperialEdicts
410,保生大帝雕像Statue of Bao-sheng-da-di,0,100.0,,,117.976114,24.494455,2,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/46c1f9c3-3a69-477e-9651-a44d47af52b2.jpg_480x360_a1d17f44.jpg_480x360_83d7c9e1.jpg,保生大帝雕像,StatueofBaoshengdadi
411,燕尾山午炮遗址Yanwei Mountain Wupao Relic Site,0,80.0,,,118.072413,24.458414,2,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/cf08e67f-f24d-423c-8720-150565368720.jpg_480x360_9688c26d.jpg_480x360_aee72f44.jpg,燕尾山午炮遗址,YanweiMountainWupaoRelicSite
412,嘉禾良库文化创意产业园Jiahe Liangku Cultural and Creative Industrial Park,0,88.0,,,118.1132460298,24.4705060455,15,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/86281f24-37ac-4968-a242-b036cc4d4571.jpg_480x360_9e6b41e1.jpg_480x360_a143e685.jpg,嘉禾良库文化创意产业园,JiaheLiangkuCulturalandCreativeIndustrialPark
413,捕梦人间,0,0.0,,,118.127093,24.488442,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,捕梦人间,
