,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
1092,1092,花漾年滑·新奥冰工厂,0,0.0,,,116.402973,40.005435,0,0.0,花漾年滑新奥冰工厂,
1093,1093,敬贤公园,0,0.0,,,116.3823665985,39.7672683138,0,0.0,敬贤公园,
1094,1094,董海川文化园,0,0.0,,,116.441039476,39.9590938669,0,0.0,董海川文化园,
1095,1095,鸽子洞,0,0.0,,,116.5822167406,40.5805191893,0,0.0,鸽子洞,
1096,1096,喜汤生活馆,0,0.0,,,116.378282,40.007185,0,0.0,喜汤生活馆,
1097,1097,京林蔬艺上庄园,0,0.0,,,116.2314740116,40.1118778532,0,0.0,京林蔬艺上庄园,
1098,1098,雁栖河,0,0.0,,,116.6798488809,40.320700457,0,0.0,雁栖河,
1099,1099,潮河,0,80.0,,,116.976790256,40.4093705552,0,0.0,潮河,
1100,1100,雾灵西峰高山滑水,0,46.0,,,117.3686252876,40.6403662427,7,0.0,雾灵西峰高山滑水,
1101,1101,狼儿峪村,0,0.0,,,116.009253,40.110875,0,0.0,狼儿峪村,
1102,1102,西集公园,0,0.0,,,116.827892,39.806925,0,0.0,西集公园,
1103,1103,三间房村,0,0.0,,,116.430596,39.727379,0,0.0,三间房村,
1104,1104,HANMO艺术中心,0,0.0,,,116.502752,39.991118,0,0.0,艺术中心,HANMO
1105,1105,中国第一历史档案馆 (新馆),0,100.0,,,116.417553,39.905064,0,0.0,中国第一历史档案馆新馆,
1106,1106,西羊坊村,0,0.0,,,115.920961,40.517081,0,0.0,西羊坊村,
1107,1107,惠水湾森林公园,0,0.0,,,116.506528,39.908822,0,0.0,惠水湾森林公园,
1108,1108,河津营村,0,0.0,,,116.543579,40.171329,0,0.0,河津营村,
1109,1109,813文化创意产业园,0,0.0,,,116.511492,39.892711,0,0.0,文化创意产业园,
1110,1110,法原博物馆,0,80.0,,,116.407706,39.901275,0,0.0,法原博物馆,
1111,1111,穆家口村,0,0.0,,,115.6749388391,39.6338337317,0,0.0,穆家口村,
1112,1112,博锐星朵主题乐园,0,0.0,,,116.346839,39.848106,0,0.0,博锐星朵主题乐园,
1113,1113,瀛海足球主题公园,0,0.0,,,116.483466,39.762066,0,0.0,瀛海足球主题公园,
1114,1114,涧子峪村,0,0.0,,,117.1864107122,40.4805477907,0,0.0,涧子峪村,
1115,1115,颐和园博物馆,0,0.0,,,116.28714,40.003191,0,0.0,颐和园博物馆,
1116,1116,东方艺珍文化博览园,0,100.0,,,116.741847,39.86278,0,0.0,东方艺珍文化博览园,
1117,1117,三度半艺术空间,0,0.0,,,116.5030634432,39.9901303198,0,0.0,三度半艺术空间,
1118,1118,华贸绿线城市森林,0,0.0,,,116.4354760811,40.0527508515,0,0.0,华贸绿线城市森林,
1119,1119,桃峪口水库,0,100.0,,,116.4570640997,40.243887441,0,0.0,桃峪口水库,
1120,1120,中山寺,0,0.0,,,115.7587546401,39.6007631656,0,0.0,中山寺,
1121,1121,加州水郡文化广场,0,0.0,,,116.1723148034,39.7739528176,0,0.0,加州水郡文化广场,
1122,1122,东单北极阁三条,0,100.0,,,116.4244468524,39.91672849,0,0.0,东单北极阁三条,
1123,1123,你好 玄界-沉浸式数字艺术展,0,0.0,,,116.327897,39.917488,0,0.0,你好玄界沉浸式数字艺术展,
1124,1124,北化机爱工场,0,100.0,,,116.490303,39.890429,0,0.0,北化机爱工场,
1125,1125,耕织图景区,0,0.0,,,116.273145,40.003466,0,0.0,耕织图景区,
1126,1126,李遂镇沟北村,0,0.0,,,116.7732646471,40.1100881978,0,0.0,李遂镇沟北村,
1127,1127,东郊森林公园-华北树木园,0,0.0,,,116.674527,40.001054,0,0.0,东郊森林公园华北树木园,
1128,1128,变成建外街道口袋公园,0,100.0,,,116.4580257979,39.9108366193,0,0.0,变成建外街道口袋公园,
1129,1129,天南康乐苑,0,0.0,,,116.3498926824,39.8975937227,0,0.0,天南康乐苑,
1130,1130,119消防主题公园,0,0.0,,,116.3370989954,39.7865710464,0,0.0,消防主题公园,
1131,1131,广东惠州会馆,0,0.0,,,116.4149017028,39.9025404321,0,0.0,广东惠州会馆,
1132,1132,角楼映秀公园,0,0.0,,,116.4454365479,39.9070019136,0,0.0,角楼映秀公园,
1133,1133,前门公园,0,0.0,,,116.4037700142,39.9057451354,0,0.0,前门公园,
1134,1134,安华园,0,0.0,,,116.4016442188,39.974059009,0,0.0,安华园,
1135,1135,功德寺公园,0,0.0,,,116.2720998144,40.0077295287,0,0.0,功德寺公园,
1136,1136,金盏西村街心公园,0,0.0,,,116.5800348756,40.0126429869,0,0.0,金盏西村街心公园,
1137,1137,一渡河桥,0,0.0,,,116.5164020916,40.3424619337,0,0.0,一渡河桥,
1138,1138,中国水谷生态湿地公园,0,0.0,,,116.5353278123,39.8983637078,0,0.0,中国水谷生态湿地公园,
1139,1139,曦樾花园,0,0.0,,,116.1976812298,39.7753921787,0,0.0,曦樾花园,
1140,1140,西小马公园,0,0.0,,,116.6506652305,39.8872906761,0,0.0,西小马公园,
1141,1141,华源世纪休闲广场,0,0.0,,,116.3412091072,40.0018711392,0,0.0,华源世纪休闲广场,
1142,1142,丁香园,0,0.0,,,116.5088087982,39.980886355,0,0.0,丁香园,
1143,1143,咸宁侯公园,0,0.0,,,116.601092884,39.9005650242,0,0.0,咸宁侯公园,
1144,1144,岱王庙,0,0.0,,,116.2228286278,39.8556324574,0,0.0,岱王庙,
1145,1145,杨庄公园,0,0.0,,,116.632971262,39.9016742815,0,0.0,杨庄公园,
1146,1146,和义公园,0,0.0,,,116.4012303518,39.8280323229,0,0.0,和义公园,
1147,1147,小清河公园,0,0.0,,,116.2043149813,39.7375760011,0,0.0,小清河公园,
1148,1148,香江公园,0,0.0,,,116.5278795816,40.0311588612,0,0.0,香江公园,
1149,1149,金山寺,0,0.0,,,116.0938871769,40.0745623069,0,0.0,金山寺,
1150,1150,南宅庄户村,0,0.0,,,117.0588907654,40.0755859241,0,0.0,南宅庄户村,
1151,1151,西铁营公园,0,0.0,,,116.3551090334,39.8632910095,0,0.0,西铁营公园,
1152,1152,刘老根文化广场,0,100.0,,,116.4069907702,39.8997702174,0,0.0,刘老根文化广场,
1153,1153,西岸体育公园,0,0.0,,,116.5683215834,39.9114831606,0,0.0,西岸体育公园,
1154,1154,绿影园,0,0.0,,,116.3847052218,40.0061146222,0,0.0,绿影园,
1155,1155,首钢园北区,0,86.0,,,116.163471953,39.9217727736,0,0.0,首钢园北区,
1156,1156,南苑湿地公园1期,0,0.0,,,116.3910553136,39.8187369976,0,0.0,南苑湿地公园期,
1157,1157,常乐寺,0,0.0,,,116.0829481487,39.8279198233,0,0.0,常乐寺,
1158,1158,阜成路口袋公园,0,0.0,,,116.3281001015,39.9298124153,0,0.0,阜成路口袋公园,
1159,1159,滨水文化公园,0,0.0,,,116.3259013355,39.8636894423,0,0.0,滨水文化公园,
1160,1160,八一影视基地,0,0.0,,,116.1441574833,39.7940472872,0,0.0,八一影视基地,
1161,1161,北京房山森林城市主题公园,0,0.0,,,116.2279679673,39.7867398377,0,0.0,北京房山森林城市主题公园,
1162,1162,上林马术中央公园,0,0.0,,,116.70274,39.644,0,0.0,上林马术中央公园,
1163,1163,热球足球体育中心,0,0.0,,,116.4614473624,39.8088381997,0,0.0,热球足球体育中心,
1164,1164,畅春新园体育休闲广场,0,0.0,,,116.3076856234,39.9976482913,0,0.0,畅春新园体育休闲广场,
1165,1165,永定路街道街心公园,0,0.0,,,116.2664425554,39.9186506634,0,0.0,永定路街道街心公园,
1166,1166,时光公园,0,0.0,,,116.1945061192,39.7295723533,0,0.0,时光公园,
1167,1167,朝阳区消防主题公园,0,0.0,,,116.4447411611,39.9839782641,0,0.0,朝阳区消防主题公园,
1168,1168,42公里绿道,0,0.0,,,116.2826731488,40.2297542757,0,0.0,公里绿道,
1169,1169,永建公园,0,0.0,,,116.2666600603,39.9294650573,0,0.0,永建公园,
1170,1170,鲁能泰山体育公园,0,0.0,,,116.504814298,40.0905066333,0,0.0,鲁能泰山体育公园,
1171,1171,安馨花园,0,0.0,,,116.4517751019,39.982476716,0,0.0,安馨花园,
1172,1172,北京龙顺成京作非遗博物馆,0,0.0,,,116.407658,39.874695,0,0.0,北京龙顺成京作非遗博物馆,
1173,1173,高塔艺术广场,0,0.0,,,116.5116478279,40.024486728,0,0.0,高塔艺术广场,
1174,1174,德陵,0,0.0,,,116.2714589723,40.2956830093,0,0.0,德陵,
1175,1175,南雁路,0,0.0,,,116.0996813995,40.2071533194,0,0.0,南雁路,
1176,1176,花园广场,0,0.0,,,116.2973518202,39.9661574429,0,0.0,花园广场,
1177,1177,文化娱乐广场,0,0.0,,,116.5076202623,39.837138383,0,0.0,文化娱乐广场,
1178,1178,阿里山广场,0,100.0,,,116.4059547106,39.9015675646,0,0.0,阿里山广场,
1179,1179,龙域休闲公园,0,0.0,,,116.3327372469,40.0633926955,0,0.0,龙域休闲公园,
1180,1180,三四营村,0,0.0,,,116.6413754322,40.0785613903,0,0.0,三四营村,
1181,1181,CBD文化广场,0,0.0,,,116.4488510866,39.9095532362,0,0.0,文化广场,CBD
1182,1182,明珠广场,0,80.0,,,116.3559355238,39.7949888291,0,0.0,明珠广场,
1183,1183,爨柏景区一线天,0,0.0,,,115.6424969847,40.009565511,0,0.0,爨柏景区一线天,
1184,1184,西外文化休闲广场,0,0.0,,,116.3507107271,39.9435540765,0,0.0,西外文化休闲广场,
1185,1185,火车头广场,0,0.0,,,116.5035943103,39.9901634721,0,0.0,火车头广场,
1186,1186,画眉山滨水公园,0,0.0,,,116.2127942327,40.054003179,0,0.0,画眉山滨水公园,
1187,1187,金台夕照,0,0.0,,,116.4663709663,39.9212440585,0,0.0,金台夕照,
1188,1188,CBD健康绿道,0,0.0,,,116.46982,39.910401,0,0.0,健康绿道,CBD
1189,1189,大寨渠滨水公园,0,0.0,,,116.212077,40.050624,0,0.0,大寨渠滨水公园,
1190,1190,校尉胡同,0,0.0,,,116.420393,39.920501,0,0.0,校尉胡同,
1191,1191,羊房胡同,0,0.0,,,116.3864933708,39.9484953032,0,0.0,羊房胡同,
1192,1192,国家新媒体产业基地,0,0.0,,,116.354347,39.765092,0,0.0,国家新媒体产业基地,
1193,1193,门城湖景区观光教育园区,0,0.0,,,116.134733,39.935295,0,0.0,门城湖景区观光教育园区,
1194,1194,野溪火车站,0,0.0,,,116.075984,39.991729,0,0.0,野溪火车站,
1195,1195,温榆河公园顺义一期,0,100.0,,,116.505634373,40.1196200747,0,0.0,温榆河公园顺义一期,
1196,1196,东不压桥胡同,0,0.0,,,116.406511,39.940422,0,0.0,东不压桥胡同,
1197,1197,关帝庙 (妙峰山路),0,0.0,,,116.057943,40.026345,0,0.0,关帝庙妙峰山路,
1198,1198,东郊创意园,0,80.0,,,116.688943,39.960995,0,0.0,东郊创意园,
1199,1199,丰光寺,0,0.0,,,116.056954,39.995351,0,0.0,丰光寺,
1200,1200,一二·九运动纪念亭,0,100.0,,,116.20675,40.018172,0,0.0,一二九运动纪念亭,
1201,1201,慕田峪村,0,100.0,,,116.566579,40.432482,0,0.0,慕田峪村,
1202,1202,十渡镇九渡村,0,0.0,,,115.5999258375,39.6383873331,0,0.0,十渡镇九渡村,
1203,1203,古城村,0,0.0,,,116.029732,40.548511,0,0.0,古城村,
1204,1204,二道关村,0,100.0,,,116.340215,40.435008,0,0.0,二道关村,
1205,1205,石城镇捧河岩村,0,0.0,,,116.8084342062,40.6106560151,0,0.0,石城镇捧河岩村,
1206,1206,花园村,0,0.0,,,117.4936266153,40.6563558212,0,0.0,花园村,
1207,1207,古北口村,0,0.0,,,117.170634581,40.6996206377,0,0.0,古北口村,
1208,1208,岔道村,0,0.0,,,116.001266,40.370673,0,0.0,岔道村,
1209,1209,石牌坊村,0,0.0,,,116.226027,40.244246,0,0.0,石牌坊村,
1210,1210,盆窑村,0,100.0,,,116.100747,40.544325,0,0.0,盆窑村,
1211,1211,千家店村,0,0.0,,,116.3569494501,40.7015836018,0,0.0,千家店村,
1212,1212,十渡镇八渡村,0,0.0,,,115.6129081487,39.6411599935,0,0.0,十渡镇八渡村,
1213,1213,十渡镇十渡村,0,0.0,,,115.6011646008,39.6523920801,0,0.0,十渡镇十渡村,
1214,1214,朝阳公园萌友乐园,0,0.0,,,116.485861,39.943795,0,0.0,朝阳公园萌友乐园,
1215,1215,寺上村,0,0.0,,,116.5596395121,40.2671296738,0,0.0,寺上村,
1216,1216,星河湾生态公园,0,0.0,,,116.534041039,39.9341160703,0,0.0,星河湾生态公园,
1217,1217,温泉南山万木阁,0,0.0,,,116.1684369846,40.0336590998,0,0.0,温泉南山万木阁,
1218,1218,居然有条胡同儿,0,0.0,,,116.315823,39.877997,0,0.0,居然有条胡同儿,
1219,1219,翡丽公园,0,0.0,,,116.377105,40.072033,0,0.0,翡丽公园,
1220,1220,圣佳艺术空间,0,0.0,,,116.468568,39.878115,0,0.0,圣佳艺术空间,
1221,1221,西城健身步道,0,0.0,,,116.38951,39.94844,0,0.0,西城健身步道,
1222,1222,南港村,0,0.0,,,116.0284795488,39.9635665609,0,0.0,南港村,
1223,1223,北京桃园,0,100.0,,,116.529625,40.159031,0,0.0,北京桃园,
1224,1224,峨嵋山关帝庙(武财神庙),0,0.0,,,117.222484164,40.2150318147,0,0.0,峨嵋山关帝庙武财神庙,
1225,1225,峪子沟水果主题公园,0,0.0,,,116.8409445072,40.2864153978,0,0.0,峪子沟水果主题公园,
1226,1226,长巷头条,0,0.0,,,116.407833,39.902848,0,0.0,长巷头条,
1227,1227,南宫苑公园,0,100.0,,,116.157453,39.799404,0,0.0,南宫苑公园,
1228,1228,中国延庆世界地质公园千家店园区,0,0.0,,,116.2570423466,40.6665666421,0,0.0,中国延庆世界地质公园千家店园区,
1229,1229,东护城河绿道,0,0.0,,,116.4415428935,39.9479408735,0,0.0,东护城河绿道,
1230,1230,清风廉政文化主题公园,0,0.0,,,116.7511262178,39.8911242813,0,0.0,清风廉政文化主题公园,
1231,1231,石景山区炮山城市森林公园,0,80.0,,,116.1486724225,39.9714290677,0,0.0,石景山区炮山城市森林公园,
1232,1232,中央礼品文物管理中心,0,100.0,,,116.417479,39.903698,0,0.0,中央礼品文物管理中心,
1233,1233,西总布胡同,0,0.0,,,116.4244697305,39.9182367088,0,0.0,西总布胡同,
1234,1234,南湾民俗村,0,0.0,,,116.3783039094,40.5508776928,0,0.0,南湾民俗村,
1235,1235,高楼长城,0,0.0,,,115.9219361795,40.250943042,0,0.0,高楼长城,
1236,1236,豆各庄城市公园,0,0.0,,,116.5747735176,39.8674802597,0,0.0,豆各庄城市公园,
1237,1237,小汤山国家农业科技示范园科普馆,0,0.0,,,116.4372418799,40.1602528554,0,0.0,小汤山国家农业科技示范园科普馆,
1238,1238,TBD城市休闲公园,0,0.0,,,116.303794,40.108281,0,0.0,城市休闲公园,TBD
1239,1239,奥森乐仕堡儿童素质教育基地,0,0.0,,,116.40892,40.036199,0,0.0,奥森乐仕堡儿童素质教育基地,
1240,1240,抢风坡村,0,0.0,,,115.9986523923,39.9406300268,0,0.0,抢风坡村,
1241,1241,达智桥胡同,0,0.0,,,116.3796066636,39.9028649132,0,0.0,达智桥胡同,
1242,1242,鱼跃广场,0,0.0,,,116.6971475133,39.9127585823,0,0.0,鱼跃广场,
1243,1243,戏精桃花源(双井富力广场店),0,80.0,,,116.467303587,39.9011097349,0,0.0,戏精桃花源双井富力广场店,
1244,1244,演乐胡同,0,0.0,,,116.4254312521,39.9266073309,0,0.0,演乐胡同,
1245,1245,醉库国际文化创意园,0,0.0,,,116.514639,40.000421,0,0.0,醉库国际文化创意园,
1246,1246,梦幻岛萌宠亲子乐园,0,0.0,,,116.5569879838,39.8913340566,0,0.0,梦幻岛萌宠亲子乐园,
1247,1247,北京晏月台度假村,0,100.0,,,116.671922,40.479241,0,0.0,北京晏月台度假村,
1248,1248,郭庄子农趣乐园,0,0.0,,,116.264523,39.867317,0,0.0,郭庄子农趣乐园,
1249,1249,槐香园,0,0.0,,,116.2294014371,39.9110175799,0,0.0,槐香园,
1250,1250,红色文化纪念馆,0,0.0,,,115.9655309517,40.0594207333,0,0.0,红色文化纪念馆,
1251,1251,月牙河连心休闲公园,0,0.0,,,116.6191932255,39.8976040999,0,0.0,月牙河连心休闲公园,
1252,1252,NEST巢空间,0,0.0,,,116.4236872988,39.9332593774,0,0.0,巢空间,NEST
1253,1253,神仙村玫瑰约,0,0.0,,,116.749367,39.722701,0,0.0,神仙村玫瑰约,
1254,1254,佟麟阁将军纪念馆,0,0.0,,,116.211528,39.995737,0,0.0,佟麟阁将军纪念馆,
1255,1255,鼎元国际艺术中心,0,0.0,,,116.3533001943,39.8964740921,0,0.0,鼎元国际艺术中心,
1256,1256,宝悦堂,0,0.0,,,117.1006293904,40.1540609759,0,0.0,宝悦堂,
1257,1257,小营公园,0,0.0,,,116.3539049564,40.0489157938,0,0.0,小营公园,
1258,1258,永定河红色文化公园,0,0.0,,,116.1648210129,39.8976921464,0,0.0,永定河红色文化公园,
1259,1259,中国邮票设计师之家,0,0.0,,,116.389386,39.905887,0,0.0,中国邮票设计师之家,
1260,1260,北京电影学院创新园平房园区,0,100.0,,,116.55106,39.941034,0,0.0,北京电影学院创新园平房园区,
1261,1261,颜料会馆,0,100.0,,,116.410976,39.901802,0,0.0,颜料会馆,
1262,1262,建投书局(北京国贸店),0,0.0,,,116.4637129019,39.9195425906,0,0.0,建投书局北京国贸店,
1263,1263,北京十三陵国家森林公园花海景区,0,0.0,,,116.089032,40.309639,0,0.0,北京十三陵国家森林公园花海景区,
1264,1264,运动玩家,0,0.0,,,116.564159,40.019578,0,0.0,运动玩家,
1265,1265,北京八达岭国际会展中心,0,0.0,,,115.9877940346,40.4801490358,0,0.0,北京八达岭国际会展中心,
1266,1266,大台站,0,80.0,,,115.950661,39.975827,0,0.0,大台站,
1267,1267,石景山区图书馆(苹果园社区分馆),0,0.0,,,116.1955070718,39.9374681779,0,0.0,石景山区图书馆苹果园社区分馆,
1268,1268,北京市房山区文化活动中心(新馆),0,0.0,,,116.1686034679,39.7651479682,0,0.0,北京市房山区文化活动中心新馆,
1269,1269,观音庙,0,0.0,,,116.0379011081,39.9707627605,0,0.0,观音庙,
1270,1270,石佛寺,0,0.0,,,116.0440444678,40.3418037199,0,0.0,石佛寺,
1271,1271,外交部街,0,0.0,,,116.428391312,39.9189493053,0,0.0,外交部街,
1272,1272,全国重点文物保护单位大运河南新仓,0,0.0,,,116.437300277,39.9378526602,0,0.0,全国重点文物保护单位大运河南新仓,
1273,1273,19号府,0,0.0,,,116.413895,39.91862,0,0.0,号府,
1274,1274,天门山景区-幽兰山谷,0,0.0,,,116.0194525666,39.8821698248,0,0.0,天门山景区幽兰山谷,
1275,1275,永引体育公园,0,80.0,,,116.2148266676,39.9469097737,0,0.0,永引体育公园,
1276,1276,垡头地区文化中心,0,0.0,,,116.5199401557,39.8676178025,0,0.0,垡头地区文化中心,
1277,1277,朝阳区图书馆(六里屯社区分馆),0,100.0,,,116.4901462347,39.9296595415,0,0.0,朝阳区图书馆六里屯社区分馆,
1278,1278,盛童童草木艺术空间,0,100.0,,,116.5105245785,40.0064256699,0,0.0,盛童童草木艺术空间,
1279,1279,纳米比亚风情展,0,0.0,,,116.5170778746,40.032506746,0,0.0,纳米比亚风情展,
1280,1280,滨河公园,0,90.0,,,116.1146236641,39.9435689807,0,0.0,滨河公园,
1281,1281,房山燕山图书馆,0,0.0,,,115.9689300886,39.7322455134,0,0.0,房山燕山图书馆,
