,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名,属地
596,596,河畔花园,0,70.0,,,114.2066818427,22.3842099618,1,0.0,河畔花园,,香港
597,597,"苏杭街彩虹路Rainbow Road, Suhang Street",0,90.0,,,114.163618,22.289151,0,0.0,苏杭街彩虹路,RainbowRoadSuhangStreet,香港
598,598,歌赋街Gefu Street,0,80.0,,,114.1637998398,22.2873955903,2,0.0,歌赋街,GefuStreet,香港
599,599,神召会礼拜堂First Assembly of God Church,0,80.0,,,114.1852755742,22.323547988,0,0.0,神召会礼拜堂,FirstAssemblyofGodChurch,香港
600,600,香海慈航Xianghai Cihang Ship Temple,0,0.0,,,114.1353992724,22.3850722867,0,0.0,香海慈航,XianghaiCihangShipTemple,香港
601,601,上水河上乡居石侯公祠The Hau Ku Shek Ancestral Hall in Ho Sheung Heung,0,0.0,,,114.1194099692,22.512989145,0,0.0,上水河上乡居石侯公祠,TheHauKuShekAncestralHallinHoSheungHeung,香港
602,602,区树洪纪念图书馆Memorial Library of Qu Shuhong,0,0.0,,,114.1933801584,22.3413527515,0,0.0,区树洪纪念图书馆,MemorialLibraryofQuShuhong,香港
603,603,田家炳图书馆Tian Jiabing Library,0,0.0,,,113.9873190166,22.399731737,0,0.0,田家炳图书馆,TianJiabingLibrary,香港
604,604,天主教聖本篤堂St. Benedict Catholic Church,0,0.0,,,114.2083201605,22.3835889935,0,0.0,天主教聖本篤堂,StBenedictCatholicChurch,香港
605,605,坑尾村公园Kengwei Village Park,0,0.0,,,114.0194868176,22.4472602785,0,0.0,坑尾村公园,KengweiVillagePark,香港
606,606,蟹洞Crab Cave,0,100.0,,,114.2721277774,22.2112458251,0,0.0,蟹洞,CrabCave,香港
607,607,中国基督教播道会活爱堂Evangelical Free Church of China (EFCC) Woot Oi Church,0,0.0,,,114.1827396535,22.3376708166,0,0.0,中国基督教播道会活爱堂,EvangelicalFreeChurchofChinaEFCCWootOiChurch,香港
608,608,咸田花园Xiantian Garden,0,0.0,,,113.9917715925,22.2452257024,0,0.0,咸田花园,XiantianGarden,香港
609,609,较寮下村Jiaoliaoxia Village,0,100.0,,,114.1566260653,22.4626472054,0,0.0,较寮下村,JiaoliaoxiaVillage,香港
610,610,龙趣园何鸿燊公园Longquyuan Ho Hung San Park,0,70.0,,,114.2057898439,22.3433966511,0,0.0,龙趣园何鸿燊公园,LongquyuanHoHungSanPark,香港
611,611,海洋哺乳动物繁殖及研究中心Marine Mammal Breeding and Research Center,0,0.0,,,114.1820904801,22.235385734,0,0.0,海洋哺乳动物繁殖及研究中心,MarineMammalBreedingandResearchCenter,香港
612,612,中华基督教会元朗堂The Church of Christ in China Yuen Long Church,0,0.0,,,114.0362566147,22.4498412738,0,0.0,中华基督教会元朗堂,TheChurchofChristinChinaYuenLongChurch,香港
613,613,杨小坑锦簇花园Yeung Siu Hang Garden,0,0.0,,,113.978206,22.397893,0,0.0,杨小坑锦簇花园,YeungSiuHangGarden,香港
614,614,打蚝墩花园Ta Ho Tun Garden,0,0.0,,,114.2734908142,22.3742840243,0,0.0,打蚝墩花园,TaHoTunGarden,香港
615,615,仙姊庙Fairy Sister Temple,0,0.0,,,114.0476592806,22.2915767429,0,0.0,仙姊庙,FairySisterTemple,香港
616,616,完善公园南区South Area of Wanshan Park,0,80.0,,,114.1870329001,22.4532300467,0,0.0,完善公园南区,SouthAreaofWanshanPark,香港
617,617,观宗寺Guanzong Temple,0,0.0,,,114.148465,22.495346,0,0.0,观宗寺,GuanzongTemple,香港
618,618,屯门海滨花园Tuen Mun Promenade,0,0.0,,,113.9798716118,22.3748581832,0,0.0,屯门海滨花园,TuenMunPromenade,香港
619,619,完善公园,0,100.0,,,114.1882538319,22.4548500182,0,0.0,完善公园,,香港
620,620,王屋花园Wangwu Garden,0,0.0,,,114.2083691214,22.3862528972,0,0.0,王屋花园,WangwuGarden,香港
621,621,Finger HillFinger Mountain,0,80.0,,,114.0556417128,22.2868216232,0,0.0,,FingerHillFingerMountain,香港
622,622,礼顿山公众休闲公园Leighton Hill Public Leisure Park,0,0.0,,,114.1950849374,22.277420877,0,0.0,礼顿山公众休闲公园,LeightonHillPublicLeisurePark,香港
623,623,如心广场Nina Tower,0,86.0,,,114.1245989612,22.3722766791,0,0.0,如心广场,NinaTower,香港
624,624,北丫村Beiya Village,0,0.0,,,114.360401627,22.3573989992,0,0.0,北丫村,BeiyaVillage,香港
625,625,深水埗三太子及北帝庙Third Prince Palace and Pak Tai Temple,0,80.0,,,114.174029,22.332283,0,0.0,深水埗三太子及北帝庙,ThirdPrincePalaceandPakTaiTemple,香港
626,626,青田游乐场Tsing Tin Playground,0,0.0,,,113.9795289223,22.4091639039,0,0.0,青田游乐场,TsingTinPlayground,香港
627,627,普光明寺Puguangming Temple,0,0.0,,,114.1856288029,22.3839532205,0,0.0,普光明寺,PuguangmingTemple,香港
628,628,三桠村Sam A Tsuen,0,80.0,,,114.2818938953,22.5215800139,0,0.0,三桠村,SamATsuen,香港
629,629,滑浪风帆纪念公园Windsurfing Memorial Park,0,0.0,,,114.041181823,22.2136126899,0,0.0,滑浪风帆纪念公园,WindsurfingMemorialPark,香港
630,630,涌口村,0,0.0,,,114.0078128437,22.2703903984,0,0.0,涌口村,,香港
631,631,香港湿地公园芦苇过滤床Reed Filter Bed in Hong Kong Wetland Park,0,100.0,,,114.0205582286,22.4710629295,0,0.0,香港湿地公园芦苇过滤床,ReedFilterBedinHongKongWetlandPark,香港
632,632,Whitestone GalleryWhitestone Gallery,0,0.0,,,114.1618039408,22.2889454376,0,0.0,,WhitestoneGalleryWhitestoneGallery,香港
633,633,柳园,0,0.0,,,114.1468534901,22.370032167,0,0.0,柳园,,香港
634,634,"薄扶林郊野公园谭公庙Memorial Temple of the Revered Tan, Pok Fu Lam County Park",0,0.0,,,114.157332677,22.252920244,0,0.0,薄扶林郊野公园谭公庙,MemorialTempleoftheReveredTanPokFuLamCountyPark,香港
635,635,仁爱街游乐场Yan Oi Street Playground,0,80.0,,,114.2066054745,22.337714911,2,0.0,仁爱街游乐场,YanOiStreetPlayground,香港
636,636,天主教圣文德堂Catholic Church of St. Bonaventure,0,0.0,,,114.2101682901,22.3475889859,0,0.0,天主教圣文德堂,CatholicChurchofStBonaventure,香港
637,637,玉皇宝殿The Jade Emperor’s Palace,0,0.0,,,114.2348938811,22.3113268583,0,0.0,玉皇宝殿,TheJadeEmperorsPalace,香港
638,638,"香港湿地公园-湿地探索中心Wetland Discovery Center, Hong Kong Wetland Park",0,0.0,,,114.0175112159,22.4746747906,0,0.0,香港湿地公园湿地探索中心,WetlandDiscoveryCenterHongKongWetlandPark,香港
639,639,宏利金融中心Manulife Financial Centre,0,0.0,,,114.2348938811,22.3113268583,0,0.0,宏利金融中心,ManulifeFinancialCentre,香港
640,640,三山国王,0,90.0,,,114.2411756884,22.3122155758,0,0.0,三山国王,,香港
641,641,梅树坑公园Mui Shue Hang Park,0,0.0,,,114.1641318999,22.457030254,0,0.0,梅树坑公园,MuiShueHangPark,香港
642,642,屿北界碑Tung-O Ancient Trail - Obelisk,0,0.0,,,113.877606343,22.2624897059,0,0.0,屿北界碑,TungOAncientTrailObelisk,香港
643,643,牛牯岭行山径Niugu Ridge Hiking Trail,0,80.0,,,114.1524827035,22.464185479,0,0.0,牛牯岭行山径,NiuguRidgeHikingTrail,香港
644,644,彭福公园Penfold Park,0,60.0,,,114.2174715037,22.4021895671,0,0.0,彭福公园,PenfoldPark,香港
645,645,日落观澜亭Jubilee Battery,0,0.0,,,114.128725,22.277746,0,0.0,日落观澜亭,JubileeBattery,香港
646,646,胡忠图书馆Wu Chung Library,0,0.0,,,114.2161781641,22.424036013,0,0.0,胡忠图书馆,WuChungLibrary,香港
647,647,振宜大厦Chun Yee Building,0,0.0,,,114.180257,22.324548,0,0.0,振宜大厦,ChunYeeBuilding,香港
648,648,大陇坑村Dalongkeng Village,0,0.0,,,114.1300753491,22.4868271955,0,0.0,大陇坑村,DalongkengVillage,香港
649,649,摩理臣山道游乐场Morrison Hill Road Playground,0,80.0,,,114.1909668738,22.278306741,1,0.0,摩理臣山道游乐场,MorrisonHillRoadPlayground,香港
650,650,大峡谷Grand Canyon,0,0.0,,,113.9596832881,22.4154731757,0,0.0,大峡谷,GrandCanyon,香港
651,651,香港污泥处理中心Hong Kong Sludge Treatment Center,0,0.0,,,113.937539,22.424562,0,0.0,香港污泥处理中心,HongKongSludgeTreatmentCenter,香港
652,652,圆洲角公园Yuen Chau Kok Park,0,0.0,,,114.2107669538,22.3857204453,0,0.0,圆洲角公园,YuenChauKokPark,香港
653,653,何鸿燊图书馆Ho Hung San Library,0,0.0,,,114.1918216721,22.3189740563,0,0.0,何鸿燊图书馆,HoHungSanLibrary,香港
654,654,柯布连道行人天桥O’Brien Road Overpass,0,80.0,,,114.1839226643,22.2830976743,0,0.0,柯布连道行人天桥,OBrienRoadOverpass,香港
655,655,蝴蝶山径Butterfly Hill Trail,0,90.0,,,114.1473139946,22.4907809374,0,0.0,蝴蝶山径,ButterflyHillTrail,香港
656,656,连理街The Lane,0,90.0,,,114.2761013643,22.318834914,1,0.0,连理街,TheLane,香港
657,657,桥咀郊野公园,0,80.0,,,114.3068398855,22.3640365792,0,0.0,桥咀郊野公园,,香港
658,658,明阵花园,0,0.0,,,114.1982338975,22.3359613637,0,0.0,明阵花园,,香港
659,659,香港中文大学金禧校友园CUHK Golden Jubilee Alumni Garden,0,0.0,,,114.2250359843,22.4252136183,0,0.0,香港中文大学金禧校友园,CUHKGoldenJubileeAlumniGarden,香港
660,660,南氹公园Nam Tam Park,0,0.0,,,114.0447075691,22.2067441036,0,0.0,南氹公园,NamTamPark,香港
661,661,松仔园,0,0.0,,,114.1966600175,22.4345742907,0,0.0,松仔园,,香港
662,662,雪狐居Arctic Fox Den,0,80.0,,,114.1831328392,22.2382502491,0,0.0,雪狐居,ArcticFoxDen,香港
663,663,对面海村Duimianhai Village,0,92.0,,,114.2809573337,22.3788841187,2,0.0,对面海村,DuimianhaiVillage,香港
664,664,沥源桥Lek Yuen Bridge,0,66.0,,,114.2027316178,22.3822930695,0,0.0,沥源桥,LekYuenBridge,香港
665,665,猫狗宠物街,0,80.0,,,114.182559,22.324996,0,0.0,猫狗宠物街,,香港
666,666,中华鲟馆Chinese Sturgeon House,0,0.0,,,114.183848335,22.2360044618,0,0.0,中华鲟馆,ChineseSturgeonHouse,香港
667,667,通明大厦,0,80.0,,,114.1681660099,22.2862574156,1,0.0,通明大厦,,香港
668,668,九龙坑山Cloudy Hill,0,0.0,,,114.1782294603,22.4862627479,0,0.0,九龙坑山,CloudyHill,香港
669,669,一画廊Yan Gallery,0,80.0,,,114.1978912506,22.2841170353,1,0.0,一画廊,YanGallery,香港
670,670,东丫村Dongya Village,0,0.0,,,114.366908344,22.3513485142,0,0.0,东丫村,DongyaVillage,香港
671,671,必列者士街会所Bridges Street Center,0,80.0,,,114.1610636224,22.2871412348,0,0.0,必列者士街会所,BridgesStreetCenter,香港
672,672,桔仔山坳Bird's Pass,0,0.0,,,114.175935104,22.4896002934,0,0.0,桔仔山坳,BirdsPass,香港
673,673,白芒村Baimang Village,0,0.0,,,113.9825583764,22.298597393,0,0.0,白芒村,BaimangVillage,香港
674,674,香港湿地公园-泥滩Mud Flat of Hong Kong Wetland Park,0,80.0,,,114.0207118413,22.4730940808,0,0.0,香港湿地公园泥滩,MudFlatofHongKongWetlandPark,香港
675,675,李节花园公众休憩空间Li Chit Garden Public Rest Space,0,80.0,,,114.1812209482,22.2798701358,0,0.0,李节花园公众休憩空间,LiChitGardenPublicRestSpace,香港
676,676,修女花园,0,0.0,,,114.1332337217,22.4327494812,0,0.0,修女花园,,香港
677,677,元岭村,0,0.0,,,114.1662565658,22.4786871783,0,0.0,元岭村,,香港
678,678,未圆湖Lake Ad Excellentiam,0,0.0,,,114.2211288282,22.4191318711,0,0.0,未圆湖,LakeAdExcellentiam,香港
679,679,寶福山Po Fook Hill Cemetery,0,0.0,,,114.1969657244,22.3893203646,0,0.0,寶福山,PoFookHillCemetery,香港
680,680,味道图书馆Taste Library,0,86.0,,,114.1635828753,22.2865286162,0,0.0,味道图书馆,TasteLibrary,香港
681,681,九龙湾平安福音堂Kowloon Bay Peace Evangelical Centre,0,0.0,,,114.2255237734,22.3302887014,0,0.0,九龙湾平安福音堂,KowloonBayPeaceEvangelicalCentre,香港
682,682,"蝌蚪坪凉亭Pavilion, Sha Tin",0,0.0,,,114.2071967582,22.3717100301,0,0.0,蝌蚪坪凉亭,PavilionShaTin,香港
683,683,商务印书馆Commercial Press,0,80.0,,,114.188553,22.30462,0,0.0,商务印书馆,CommercialPress,香港
684,684,凤德公园Fengde Park,0,80.0,,,114.2094447317,22.345685931,0,0.0,凤德公园,FengdePark,香港
685,685,如心化石公園Nina Fossil Garden,0,0.0,,,114.1240115398,22.3719281674,0,0.0,如心化石公園,NinaFossilGarden,香港
686,686,普门寺Pumen Temple,0,0.0,,,114.0421992249,22.4479315772,0,0.0,普门寺,PumenTemple,香港
687,687,鸭巴甸街Aberdeen Street,0,80.0,,,114.163982,22.286634,0,0.0,鸭巴甸街,AberdeenStreet,香港
688,688,赤立角村Chulocock Village,0,0.0,,,113.9523968787,22.2795648749,0,0.0,赤立角村,ChulocockVillage,香港
689,689,曾氏家祠Ancestral Temple of the Zeng Family,0,0.0,,,114.147883689,22.348997876,0,0.0,曾氏家祠,AncestralTempleoftheZengFamily,香港
690,690,古窑公园Ancient Kiln Park,0,0.0,,,113.945492124,22.2987640551,0,0.0,古窑公园,AncientKilnPark,香港
691,691,香港611灵粮堂611 Bread of Life Christian Church in Hong Kong,0,0.0,,,114.1337011098,22.3725895444,0,0.0,香港灵粮堂,BreadofLifeChristianChurchinHongKong,香港
692,692,弥勒山Maitreya Mountain,0,80.0,,,113.9232911439,22.2658421015,0,0.0,弥勒山,MaitreyaMountain,香港
693,693,锡克教庙Sikh Temple,0,80.0,,,114.1895454153,22.2777464756,0,0.0,锡克教庙,SikhTemple,香港
694,694,海山楼Montane Mansion,0,80.0,,,114.2232933212,22.2875135945,1,0.0,海山楼,MontaneMansion,香港
695,695,香港湿地公园-浅水沼泽Shallow Swamp in Hong Kong Wetland Park,0,80.0,,,114.0180538311,22.4734945093,0,0.0,香港湿地公园浅水沼泽,ShallowSwampinHongKongWetlandPark,香港
696,696,基督教香港潮人生命堂The Hong Kong Swatow Christian Church,0,80.0,,,114.1643631902,22.2844954965,0,0.0,基督教香港潮人生命堂,TheHongKongSwatowChristianChurch,香港
697,697,北角海滨花园宠物公园Pet Park in North Point Waterfront Garden,0,90.0,,,114.2128528483,22.2966198152,2,0.0,北角海滨花园宠物公园,PetParkinNorthPointWaterfrontGarden,香港
698,698,髻山Jishan Hill,0,0.0,,,114.0265302385,22.4600867059,0,0.0,髻山,JishanHill,香港
699,699,军地北村Kwan Tei North Tsuen,0,0.0,,,114.1683766794,22.5169797185,0,0.0,军地北村,KwanTeiNorthTsuen,香港
700,700,士美非路公共图书馆,0,0.0,,,114.1399370689,22.285240327,0,0.0,士美非路公共图书馆,,香港
701,701,光汉台花园Kwong Hon Terrace Garden,0,80.0,,,114.1633099345,22.2856439556,0,0.0,光汉台花园,KwongHonTerraceGarden,香港
702,702,亚洲动物天地-金丝猴World of Asian Animals—Snub-Nosed Monkeys,0,0.0,,,114.188255,22.248614,0,0.0,亚洲动物天地金丝猴,WorldofAsianAnimalsSnubNosedMonkeys,香港
703,703,圣母圣衣堂Our Lady of Mount Carmel Church,0,80.0,,,114.1799994198,22.2788618656,0,0.0,圣母圣衣堂,OurLadyofMountCarmelChurch,香港
704,704,蕉径村Jiaojing Village,0,0.0,,,114.118843683,22.4798717638,0,0.0,蕉径村,JiaojingVillage,香港
705,705,石矿场Quarry,0,80.0,,,114.2461189183,22.3271918428,0,0.0,石矿场,Quarry,香港
706,706,彩虹瀑布Rainbow Waterfall,0,0.0,,,114.0712660546,22.3513318627,0,0.0,彩虹瀑布,RainbowWaterfall,香港
707,707,男人街Men’s Street,0,0.0,,,114.1818784562,22.3102836195,0,0.0,男人街,MensStreet,香港
708,708,基督教灵实协会礼拜堂Haven of Hope Christian Service Chapel,0,0.0,,,114.2688815147,22.3184954289,0,0.0,基督教灵实协会礼拜堂,HavenofHopeChristianServiceChapel,香港
709,709,公主皇室庭园贝儿合影地,0,0.0,,,114.0516981761,22.316054188,0,0.0,公主皇室庭园贝儿合影地,,香港
710,710,十三街No.13 Street,0,0.0,,,114.2038777406,22.3243588583,0,0.0,十三街,NoStreet,香港
711,711,草山Grassy Mountain,0,80.0,,,114.1781890917,22.419592828,1,0.0,草山,GrassyMountain,香港
712,712,爱群道清真寺Mosque on Oi Kwan Road,0,0.0,,,114.1633981519,22.2833216289,0,0.0,爱群道清真寺,MosqueonOiKwanRoad,香港
713,713,湛山寺Cham Shan Monastery,0,0.0,,,114.3052550673,22.3000773767,0,0.0,湛山寺,ChamShanMonastery,香港
714,714,手球暨排球场handball and Volleyball Court,0,90.0,,,114.2016249607,22.2865634613,0,0.0,手球暨排球场,handballandVolleyballCourt,香港
715,715,"会督府Bishop's House, Hong Kong",0,80.0,,,114.1673834432,22.2829751287,0,0.0,会督府,BishopsHouseHongKong,香港
716,716,天主教赎世主堂Holy Redeemer Catholic Church,0,80.0,,,113.9864203087,22.3980291487,0,0.0,天主教赎世主堂,HolyRedeemerCatholicChurch,香港
717,717,前粉岭裁判法院Former Fenling Magistrates’ Court,0,80.0,,,114.1517513745,22.4983254807,0,0.0,前粉岭裁判法院,FormerFenlingMagistratesCourt,香港
718,718,仙Sinary,0,60.0,,,114.248784,22.338749,0,0.0,仙,Sinary,香港
719,719,定裕坊休憩处Ting Yue Square Sitting-Out Area,0,80.0,,,114.227046,22.321011,1,0.0,定裕坊休憩处,TingYueSquareSittingOutArea,香港
720,720,晏架街游乐场Anchor Street Playground,0,80.0,,,114.1759275062,22.322501293,0,0.0,晏架街游乐场,AnchorStreetPlayground,香港
721,721,埃华街Ivy Street,0,80.0,,,114.1739285953,22.3243665615,2,0.0,埃华街,IvyStreet,香港
722,722,大埔邮政局Tai Po Post Office,0,0.0,,,114.1758517215,22.4537424488,0,0.0,大埔邮政局,TaiPoPostOffice,香港
723,723,柯士甸道休憩处Austin Road Sitting-out Area,0,80.0,,,114.1875400881,22.3061796509,0,0.0,柯士甸道休憩处,AustinRoadSittingoutArea,香港
724,724,邱德根公园Deacon Chiu Park,0,86.0,,,113.986823,22.397918,2,0.0,邱德根公园,DeaconChiuPark,香港
725,725,黑角头灯塔Cape Collinson Lighthouse,0,80.0,,,114.2682916285,22.2648793477,0,0.0,黑角头灯塔,CapeCollinsonLighthouse,香港
726,726,大王爷庙Tai Wong Ye Temple,0,80.0,,,114.177596,22.250389,2,0.0,大王爷庙,TaiWongYeTemple,香港
727,727,深井Sham Tseng Tsuen,0,0.0,,,114.070497,22.370067,0,0.0,深井,ShamTsengTsuen,香港
728,728,台风信号杆(复制品)Signal Mast(Replica),0,80.0,,,114.181298,22.29766,2,0.0,台风信号杆复制品,SignalMastReplica,香港
729,729,Former Kowloon Fire Station Main BlockFormer Kowloon Fire Station Main Block,0,84.0,,,114.181567,22.298196,1,0.0,,FormerKowloonFireStationMainBlockFormerKowloonFireStationMainBlock,香港
730,730,煤气灯Gas Lamps,0,80.0,,,114.181298,22.29766,2,0.0,煤气灯,GasLamps,香港
731,731,香港翠华茶餐厅,0,0.0,,,0.0,0.0,0,0.0,香港翠华茶餐厅,,香港
732,732,环岛大陆通巴士（深圳）,0,0.0,带你游遍香港，让你全程无忧,,0.0,0.0,0,0.0,环岛大陆通巴士深圳,,香港
733,733,广州--香港机场商务快车（港珠澳）,0,0.0,广州--香港机场商务快车（港珠澳）,,0.0,0.0,0,0.0,广州香港机场商务快车港珠澳,,香港
734,734,中港通巴士香港市区-澳门,0,0.0,香港市区-澳门巴士,,0.0,0.0,0,0.0,中港通巴士香港市区澳门,,香港
735,735,宫崎骏展《吉卜力的动画世界》,0,0.0,重回宫崎骏的动画世界,,0.0,0.0,0,0.0,宫崎骏展吉卜力的动画世界,,香港
736,736,香港永东直通巴士,0,0.0,香港五大直通过境巴士公司之一,,0.0,0.0,0,0.0,香港永东直通巴士,,香港
737,737,香港租车服务,0,0.0,省时省力不用排队节约时间,,0.0,0.0,0,0.0,香港租车服务,,香港
738,738,香港环岛旅运巴士,0,0.0,,,0.0,0.0,0,0.0,香港环岛旅运巴士,,香港
739,739,广州-香港市区商务快车（港珠澳）,0,0.0,,,0.0,0.0,0,0.0,广州香港市区商务快车港珠澳,,香港
740,740,印度烤肉串工厂The Great Indian Kebab Factory,0,0.0,正宗印度风味,,0.0,0.0,0,0.0,印度烤肉串工厂,TheGreatIndianKebabFactory,香港
741,741,深湾道休憩处Shum Wan Road Sitting-Out Area,0,90.0,,,114.176991314,22.2478937322,1,0.0,深湾道休憩处,ShumWanRoadSittingOutArea,香港
742,742,柴湾Chai Wan,0,80.0,,,114.2473240363,22.2713204648,0,0.0,柴湾,ChaiWan,香港
743,743,新兴大厦Xinxing Building,0,80.0,,,114.1811447396,22.3197931088,0,0.0,新兴大厦,XinxingBuilding,香港
744,744,海宁街休憩处Hoi Ning Street Sitting-out Area,0,80.0,,,114.2342194685,22.2847296948,2,0.0,海宁街休憩处,HoiNingStreetSittingoutArea,香港
745,745,油麻地警署Yau Ma Tei Police Station,0,88.0,,,114.180363703,22.3126636185,0,0.0,油麻地警署,YauMaTeiPoliceStation,香港
